group_name,first_sighted,last_sighted,group_slug,n_members
JOC COVID-19 Community Building,2020-12-08,2020-12-08,joccovid19communitybuilding,162.0
JOURNEY TO TRU HEALTH,2021-03-28,2021-04-02,2454588704859604,126.0
Janell Buxton's Healthy Casa VIP Group,2021-04-14,2021-04-14,145285412742718,296.0
Jaw Surgery Group Support,2020-12-31,2020-12-31,440226666112281,9300.0
Jehovah's Witness Global Recovery Group,2021-04-03,2021-04-03,134449269964624,1400.0
JesHealthy 100-Mile Challenge,2021-03-29,2021-03-29,306262180475331,949.0
JoAnn's Healthy Happy Holiday Party,2021-01-07,2021-01-07,364639434619157,
Joey Wilk’s Recovery,2021-01-19,2021-01-22,1328827257477982,732.0
John Pierre's Pillars of Health Group Coaching,2021-03-28,2021-03-28,pillarsofhealthgroupcoaching,44.0
Jolie plastic surgery Dr Valina,2021-03-16,2021-03-16,698291884375330,4300.0
Journey to Health: A community for Benzo Withdrawal and Support,2020-12-02,2020-12-02,1469249256593062,222.0
Journey to Healthy Living VIP Group,2021-03-22,2021-03-22,803620000400319,28.0
Joy of Living Recovery Program,2021-02-18,2021-03-17,joyol,644.0
"Juicing Recipes, Raw, Organic & Healthy Living As Much As Possible",2021-01-03,2021-01-03,juicingrecipes,42000.0
Jules Poetry Playhouse COVID Poetry Prompts & Sharing,2021-03-17,2021-03-19,195443475083274,76.0
Julie's Healthy Happy Hour,2021-02-14,2021-02-15,425095278764242,19.0
Jupiter Parents during COVID,2021-04-03,2021-04-03,331221261365042,
Karate For Mental Health,2021-04-22,2021-04-22,1783681225262504,807.0
Karen's Workshop Page: Clean Healthy at Home!,2021-01-31,2021-02-01,562228371157419,47.0
KarinaLily Health & Beauty LLC,2020-12-18,2021-04-23,KarinaLily,23000.0
Kate Stewart's Recovery Room,2021-01-30,2021-04-30,katestewartsrecoveryroom,2800.0
"Keeshonds and white, black & brown keeshonds, healthy and smart",2021-03-18,2021-03-22,341284112992110,366.0
Keys to Healthy Living,2021-01-06,2021-04-26,2151499005138379,275.0
Kids with Celiac Disease in the Suburbs of Chicago,2021-01-31,2021-01-31,632186406885909,596.0
Kids with Down syndrome,2021-03-23,2021-03-25,kidswithdownsyndrome,7100.0
Kim's Healthy Living Party!,2021-04-06,2021-04-06,763048257937614,18.0
Kim's VIP  Health And Beauty Boutique,2020-12-21,2020-12-31,241388039644898,
King's surgery auction.,2021-01-30,2021-01-31,2662355624025697,80.0
"Kinky, curly, coily: natural hair health and love!",2021-01-06,2021-02-26,healthybeautifulnatural,21000.0
"Kombucha Nation: Cultures, Health, and Healing!",2021-03-14,2021-04-30,KombuchaNation.CulturesHealthHealing,82000.0
Kris' Healthy Cleaning VIP Group,2021-03-28,2021-03-28,KrisSafeCleaningOptions,294.0
Krucial  Texas Covid-19 Deployment,2020-12-17,2021-01-19,717165805707518,13000.0
"Krucial COVID-19 deployment- Tyler, TX",2021-01-19,2021-01-19,298999908204510,645.0
Krucial Texas Covid-19: Amarillo/Lubbock/Panhandle,2021-01-19,2021-01-19,799975237458349,1700.0
Kyäni - Healthy Living with Ivanka Budnik,2021-04-10,2021-04-10,167473098040726,92.0
LAST DAY for Tamara's HEALTHY IN A HURRY Pampered Chef Party!!,2021-03-26,2021-04-08,429781218104725,44.0
LAST DAY- Denise's Healthy in a Hurry Pampered Chef Party!,2021-03-23,2021-03-23,131518735501664,27.0
LAUGHTER IS GOOD MEDICINE,2021-03-29,2021-04-19,2573944589559576,2200.0
LCRecovery,2021-03-28,2021-04-19,318777829519151,443.0
LEHB Health and Fitness Programs,2021-04-14,2021-04-14,LEHB.fitness,764.0
LIFE with Chronic Kidney Disease,2021-02-17,2021-03-02,723869697783867,8300.0
LIPO360 & BBL RECOVERY 🍑💉,2020-12-05,2021-02-20,574200706470124,29000.0
LIVING HEALTHY WITH GOLI GUMMIES!(Apple cider vinegar gummies),2021-01-08,2021-01-12,2793692497351693,5300.0
"LIVING WITH Coronary Artery Disease (CAD)

SUPPORT GROUP",2021-03-22,2021-03-22,1639419763017086,955.0
La Voix Consomateres -Covid Lockdown2021,2021-03-25,2021-03-26,2845683022366784,590.0
LaGuardia Families - during COVID-19,2020-12-12,2020-12-13,219659859148036,755.0
Ladies Recovery Group,2021-03-22,2021-03-31,LadiesRecoveryGroup,11000.0
Lake Chapala COVID-19 Group,2020-12-30,2020-12-30,188028949308907,
Lane County COVIDiots,2021-02-25,2021-02-25,lanecovidiots,
Lark Health Superstars,2021-02-21,2021-02-24,657425734953279,
Larry Richmond’s  raffle to help with fuel cost and medical expense,2021-03-31,2021-03-31,434170904333737,280.0
Latter-day Saint Women Healthy Sexuality And More,2021-03-17,2021-04-14,960953104030274,8500.0
"Laughlin, Bullhead City, Mohave and Clark Co. COVID Watch",2020-12-21,2021-01-05,covid19tristatearea,1700.0
"Laughter, Lifes Free Medicine!",2021-03-31,2021-04-20,1636934689931947,4200.0
Lead Singer Syndrome's All Access Club,2021-03-17,2021-03-28,allaccessclub,507.0
"Lean And Green Healthy Appetizers, Snacks and everything else",2021-02-21,2021-03-09,574349389425288,83000.0
Leaving the NAR: Recovery & Discipleship Group,2021-01-07,2021-03-05,292242001285472,1400.0
Lebert Fitness Health and Wellness Group,2021-03-24,2021-04-30,lebertfitness,2900.0
Ledderhose Disease or plantar fibromatosis support group,2021-03-10,2021-03-10,1652149925085536,3200.0
Ledderhose Disease/Plantar Fibroma Support Group,2021-02-27,2021-02-27,458310904367034,470.0
Let's Get Healthy===Live well-====Feel great <3,2021-03-17,2021-03-18,103314043043973,1500.0
Let's Make Healthier Happen,2021-02-15,2021-02-15,384140542205347,133.0
Letsfit Family: At-Home Workout Routines | Healthy Recipes | Community,2021-04-11,2021-04-15,letsfitfam,138.0
Letsfit Family: At-Home Workout Routines | Healthy Recipes | Community,2021-03-29,2021-04-20,letsfitvip,229.0
Let’s Get Healthy!,2021-03-23,2021-03-26,1345524172467678,18.0
Let’s be healthy and sassy,2021-04-06,2021-04-06,2535005116781356,19.0
Life Recovery,2021-03-13,2021-03-19,218061275721624,87.0
Life Syndrome,2021-03-22,2021-03-23,938980872877257,69.0
Life of Biochemistry (Medical science),2021-03-17,2021-03-17,930162034135592,415.0
"Lifestyle ( Fashion, Travel, Foods, Parenting, Health)",2021-03-17,2021-03-19,1548617708763625,501.0
Lipo 360 BBL/ TT Post Op and Recovery Dolls,2021-03-16,2021-03-17,474934506576081,17000.0
Lisa's VIPs - Healthy From The Inside And Out,2021-04-05,2021-04-07,1135878066498415,207.0
Lisfranc Injury & Life Afterwards,2021-01-03,2021-02-19,199078500264980,2700.0
Live Healthy with Essential OilsBySil,2021-04-21,2021-04-29,lhoilsbysil,69.0
"Live better on less - healthy, budget living",2021-03-17,2021-03-17,184415742285184,251.0
Liver and Gallbladder Flush for Optimal Health,2021-01-30,2021-02-03,516214461895539,41000.0
Living The Healthy Life With Lemongrass Spa,2021-04-19,2021-04-19,angiefischer,194.0
Living with Sjogren's Syndrome,2021-01-03,2021-03-10,Livingwithsjogrenssyndrome,6100.0
Livingston Fights the Coronavirus,2020-11-16,2021-01-15,636121526933796,1000.0
Long Covid Support Group,2021-02-08,2021-02-27,longcovid,36000.0
Long Covid Support UK,2021-01-05,2021-01-05,599976600919364,4800.0
Lori’s Happy Healthy VIPs,2021-04-23,2021-04-27,476359253107619,53.0
Los Altos Take-Out & Delivery Options amid COVID-19,2020-12-12,2020-12-12,losaltostakeoutanddelivery,1000.0
Lost&Found Recovery,2021-01-24,2021-04-03,1708503732746950,828.0
"Louisiana Morels, Chanterelles, And foraged Medicinal/edible mushrooms",2021-01-06,2021-01-06,149608619459143,811.0
Love yourself / Healthy Minds,2021-03-22,2021-03-22,402173201086470,
Loving yourself healthy,2021-04-17,2021-04-17,1200457500022154,
Low Sodium Foods and Healthy Recipes,2021-02-04,2021-02-04,Lowsodiumandhealthyrecipes,41000.0
Low dose Naltrexone (LDN) for chronic illness & infections,2021-02-27,2021-02-28,108424385861883,35000.0
Lowchen Worldwide health knowledge and enjoyment,2021-03-22,2021-03-22,littledoglion,646.0
Lubbock Blizzard Recovery,2021-03-17,2021-03-18,1541821409473268,3600.0
Lung Cancer Survivors and Health Support Group,2021-03-23,2021-03-24,LungcancerSurvivors,13000.0
Lyme Disease Support Group,2020-12-04,2020-12-04,1675830949377321,2600.0
MASTIFF HEALTH,2021-02-11,2021-04-30,Mastiffhealth,21000.0
MCCPTA COVID-19 RESPONSE,2020-12-07,2020-12-07,630013914466313,2400.0
ME/CFS+ Physical Medicine,2021-01-28,2021-01-28,742859192964156,553.0
MEDICARE FOR ALL COALITION OF STATES,2020-11-27,2020-11-27,2622724871126465,1000.0
MHIAA-Mental Health Immediate Action Alliance,2020-12-28,2021-01-13,308529077118456,649.0
MIA Recovery Network Group,2020-12-03,2021-01-07,MIARecoveryNetwork,401.0
MILLIONS UNITED WITH RICK SIMPSON GLOBAL MEDICINAL HEMP MOVEMENT,2021-03-22,2021-03-23,281864693149,4500.0
MLT-Medical Laboratory Tech Travel Jobs,2021-03-17,2021-03-23,1955983971338303,2100.0
MO-CAN: Missouri COVID Action Network,2020-12-14,2020-12-20,2993662594292861,976.0
MONAT healthy living with Danielle,2021-01-13,2021-03-29,395494058276433,43.0
MT-Medical Technologist Travel Jobs,2021-03-23,2021-03-23,421394668262457,1000.0
MYX Healthy Lifestyles,2021-04-08,2021-04-08,700660203932546,126.0
"Magick, Medicine & Mysticism - Spirituality & Culture",2021-01-14,2021-01-17,magickmedicineandmysticism,851.0
Mah Jongg in the Time of COVID,2021-03-16,2021-03-23,771518756934415,
"Main Theater, Mt. Healthy, Ohio",2020-12-28,2021-01-29,1026121170811070,335.0
Malamute Int'l Medical Page - Information & Discussion,2021-03-21,2021-04-01,1711197522500805,1900.0
"Managing PSSM, RER and other muscle disease",2021-04-20,2021-04-20,833944333446431,4500.0
Marijuana Medicine,2021-03-20,2021-03-20,1816146805274550,203.0
Marion Baptist Church Celebrate Recovery,2021-04-14,2021-04-14,568509156673747,63.0
Marketing For Chiropractors & Functional Medicine Practitioners,2021-03-17,2021-03-27,marketingchiropracticandfunctionalmedicine,192.0
Masks for Medical Workers in Tampa Bay,2021-03-18,2021-03-19,MasksforMedicalWorkersinTampaBay,948.0
Mast Cell Activation Syndrome Community,2021-03-14,2021-03-15,MastCell,13000.0
McNeil Consumer Healthcare Friends,2021-04-16,2021-04-19,163714567357154,626.0
Meat Health,2020-12-27,2020-12-27,meathealth,18000.0
Med-Trans Air Medical Transport,2021-01-29,2021-04-25,97697590464,1800.0
Medical AND dark humor,2021-03-23,2021-04-24,241182753223311,8000.0
Medical Center Students Roommates / Housing Finder (San Antonio),2021-03-31,2021-04-22,1371022243042452,30.0
Medical Commodities Automated,2021-03-14,2021-03-19,medicalcommoditiesautomated,85.0
Medical Laboratory Professionals,2021-02-14,2021-02-14,631676110517519,17000.0
Medical Laboratory Science: Hidden Heroes,2021-03-04,2021-03-04,MLSHiddenHeroes,19000.0
"Medical Laboratory Scientists - MLS/MLT(ASCP), AMT, AAB",2020-12-18,2020-12-18,medical.laboratory.professionals,38000.0
Medical Marijuana of Jacksonville Florida,2021-03-21,2021-03-21,332826000247821,294.0
Medical Misfits,2021-03-23,2021-04-06,3040697842623542,6100.0
Medical Mutts (Special Needs/Injured),2021-03-22,2021-03-22,333932176635066,5400.0
Medical SLP Forum,2020-12-07,2020-12-16,medicalslpforum,39000.0
Medical Science Liaison Alliance,2021-01-25,2021-01-26,medicalscienceliaisonalliance,967.0
Medical Tourism Facilitator's and Travel Agents Lounge,2021-04-21,2021-04-21,globalmtf,1100.0
Medical Writing Organization,2021-01-25,2021-02-19,medicalwritingorganization,685.0
Medicare Cafe Agents,2021-04-28,2021-04-30,MedicareCafeAgentGroup,756.0
Medicare Gurus,2021-03-03,2021-03-03,medicaregurus,5900.0
Medicare Sales Mastermind,2021-04-01,2021-04-01,425428687919007,
Medicare for All,2021-01-17,2021-01-18,MedicareForAll,3000.0
Medicare for All Montana,2021-02-26,2021-03-19,1355659827850218,672.0
Medicine Buddha,2020-12-04,2021-03-25,355477097843907,9200.0
Medicine Hat Rams,2021-03-31,2021-04-03,269766666889714,420.0
Medicine Hat and area Roast and Toast!,2021-02-10,2021-02-11,992692540821033,3100.0
Medicine Stoners,2021-04-24,2021-04-25,MedStoneFam,2100.0
Medicine Tribe,2021-04-03,2021-04-04,deepseedmedicinetribe,758.0
Medicine Woman Rising,2021-04-03,2021-04-06,lightsourceconnectioncommunity,908.0
Medicine news,2021-02-13,2021-02-13,biomedman,6900.0
Medicine of Divine Mercy (M.O.M.),2021-03-03,2021-04-30,253400881773319,118000.0
Medicinerootonlinegaragesale,2021-03-19,2021-04-13,288283131302450,377.0
Medico Naturalista 📘,2021-03-07,2021-03-23,MedicoNaturalista,979000.0
Medico Pick Up Lines,2021-03-24,2021-03-24,216265289626494,207000.0
Medicom MAFEX Figure Collectors,2021-05-01,2021-05-01,856896081033936,10000.0
Medics,2021-03-24,2021-03-24,233061621122010,398.0
Meet Me in Mexico Surgery Solutions and Nutritional Lifestyle Support,2021-03-18,2021-03-19,280560849787257,1300.0
Meghann's Healthy Living - Inside & Out VIP page,2021-03-22,2021-04-02,meghannhealthyliving,101.0
Mein-ing for Wealth and Financial Health,2021-03-13,2021-04-06,286068719572402,20.0
Melbourne Medical Mums and Mums to Be (And Dads and Dads to Be),2021-02-05,2021-02-05,528520483967671,2000.0
Melissa’s Magnificent Healthy Circle,2021-04-08,2021-04-09,237279944552375,23.0
Men's Health & Fitness Tips,2020-12-16,2021-04-27,623206057836853,55000.0
Mental Health - An Unhealthy Stigma ; Your Story Isn't Over Yet 💜,2021-02-10,2021-02-10,895461540464858,21000.0
Mental Health Awareness,2021-02-02,2021-02-03,MentalHealthAwarenessGlobal,4700.0
Mental Health Fight Back UK,2021-02-02,2021-02-03,2715734918473557,4500.0
Mental Health First,2021-02-02,2021-02-03,482078332568159,14000.0
Mental Health Madness,2021-03-25,2021-03-25,253278526382875,52.0
Mental Health Matters,2021-03-26,2021-03-26,yourmentalhealthmatters,20000.0
Mental Health Matters,2020-12-03,2021-03-04,214369469751073,19000.0
Mental Health Nutrition,2020-12-03,2020-12-29,188066374918221,6600.0
Mental Health Prime 💚 (PEER SUPPORT),2021-02-06,2021-02-07,708316942942976,13000.0
Mental Health Support And Awareness,2021-03-04,2021-03-12,1583474631869124,4400.0
Mental Health Support UK,2021-03-22,2021-03-22,592093281234001,
Mental Health and  Social Services Fight For Your Rights And Children,2021-03-22,2021-03-22,392464951716421,32.0
Mental Health and Anxiety Art Group,2021-03-24,2021-03-24,351169572605789,154.0
Mental Health: Fighting To Survive Support Group,2021-02-02,2021-02-18,1662411533832090,19000.0
Mental health support,2021-04-08,2021-04-15,2978710509031067,67.0
Mental health support group uk,2021-03-22,2021-03-22,868278636838261,
Mercer FOOD to GO during Covid-19,2021-02-10,2021-03-25,3065745593501332,9600.0
Mesquite Nevada Coronavirus Help,2020-12-01,2020-12-11,729856447549205,1300.0
Metal Health,2021-03-17,2021-04-20,281893892476473,1300.0
Michelle Bostic’s Healthy IT WORKS!,2021-04-02,2021-04-03,217521023458642,52.0
Michelle’s Healthy Journey Inside & Out - VIP Group,2021-04-02,2021-04-02,913793122712389,38.0
Michiana Trim Healthy Friends,2021-02-19,2021-02-20,196982027408710,64.0
Michigan State Medical Society- Medical Student Section (MSMS-MSS),2021-01-31,2021-01-31,109163059122043,153.0
Michiganders Surviving Covid-19 Together,2020-12-03,2021-01-19,2835069839911461,95000.0
Microsoldering & Data Recovery,2021-04-16,2021-04-16,MSDRTeam,39000.0
Middle & High School Health & PE Teachers,2021-03-29,2021-03-29,540101003306259,2700.0
Middle Age Health and Fitness Support Group,2021-04-14,2021-04-16,middleagefitness,2900.0
Middle Tennessee Behavioral Health Industry Golf Club,2021-04-24,2021-04-24,442459393491576,
Mindset for Health,2021-03-22,2021-03-22,mindsetforhealth,78.0
Minnesota Mental Health Providers of Color,2020-12-08,2020-12-09,244435496228865,363.0
Minnesota Transgender Health Coalition,2021-02-16,2021-02-16,15638628557,1700.0
Missouri Medical Cannabis Networking,2021-01-04,2021-01-05,575965276400207,1100.0
Missouri Medical Growers,2021-04-03,2021-04-13,1998330043546540,756.0
Missouri Medical Marijuana,2021-01-01,2021-01-19,590149654438792,2000.0
Missouri Medical Marijuana Resources,2021-01-18,2021-01-19,2075198842540477,6900.0
Mixed / Biracial Hair Health ran by Licensed Cosmetologist,2021-04-16,2021-04-21,1820125558279618,1100.0
Mobilized for Safer Schools: COVID Community Response,2021-03-30,2021-04-02,2706744359600246,687.0
Mohave 4wd Recovery Team,2021-01-05,2021-04-30,170326496708624,1200.0
Mommy & Daughter.....Do It Yourself Healthy Hair for,2021-03-23,2021-03-23,143302679701845,195.0
Money Health Check Community,2021-03-19,2021-04-03,227052258988122,5200.0
Mothers of Adult Children With a Mental Illness & Addiction,2021-02-27,2021-02-27,619663654757236,1600.0
Mountain Communities COVID-19 Support/Info,2021-01-07,2021-01-09,215157092877680,346.0
"Ms for Equality, Diversity, Inclusiveness, and Change (MEDIC)",2021-01-13,2021-01-19,1378094942578574,514.0
Mt Healthy Class of 1964,2021-01-06,2021-01-13,mthealthy1964,83.0
Mt Healthy Class of 1971,2020-12-31,2020-12-31,55164313970,223.0
Mutual Aid - Chicago Far South South - COVID19,2021-03-23,2021-03-23,799903910416070,
My Healthy Baby,2021-02-01,2021-02-01,2622171008037521,70000.0
My Level 10 Life Weight Loss Surgery Encouragement & Support Group,2021-03-12,2021-03-13,MyLevel10LifeSupportGroup,839.0
N.A.R.C - Narcissistic Abuse Recovery Community,2021-03-23,2021-04-15,traumaandnarcissismhealing,113.0
NAFLD Non-Alcoholic Fatty Liver Disease Support Group,2021-03-26,2021-03-26,NAFLDNONALCOHOLICFATTYLIVERDISEASESUPPORTGROUP,1200.0
NBC10 Continuing Coverage of Coronavirus Pandemic,2021-01-11,2021-01-13,378193076397230,1400.0
NO MORE COVID DEATH CULTS!!,2021-01-04,2021-02-27,603080740288931,218.0
Nail Health - Independent Color Street Stylists,2021-01-11,2021-04-30,2265567080430351,19000.0
Narcissist Abuse/Stockholm Syndrome Support,2021-03-24,2021-03-24,606268716250164,16000.0
Narcissistic Abuse and Codependency Recovery with Lisa A. Romano,2020-11-23,2020-11-23,adultchildrenofalcoholics,15000.0
Narcotics Anonymous Recovery Group,2021-02-14,2021-02-19,223660668072234,83000.0
Natalie's Medical Journey,2021-02-09,2021-02-10,143775404176393,173.0
National Initiative for Arts & Health in the Military (by AFTA),2020-12-23,2020-12-23,nationalinitiativeartshealthmilitary,980.0
Natural Food Growers For Health,2021-03-22,2021-03-25,organicgrowers,10000.0
Natural Hair Care- Grow long healthy hair,2021-03-23,2021-03-26,419579792399424,2300.0
Natural Health Approach,2021-03-25,2021-03-25,1474507882793555,15000.0
Natural Health and Holistic Health,2021-02-25,2021-03-13,naturalholistichealth,7600.0
Natural Healthy Hair,2021-03-17,2021-04-30,naturalhealthyhair,23000.0
Natural Herbal & Prophetic Home Remedy for All Diseases (100%),2021-01-02,2021-01-02,569285067233781,26000.0
New Life Recovery,2021-03-08,2021-03-08,210333073672750,1100.0
Newfoundland Health,2021-03-16,2021-04-29,314946218702407,2000.0
"Newfoundland Training, health, breeding, and history",2020-12-29,2021-04-29,1790645517866373,6100.0
Ninja Foodi Family Fresh & Healthy Meals,2020-12-30,2021-04-28,2412093108865465,39000.0
No Abortionists at Franciscan Healthcare!,2021-03-22,2021-04-07,205605142982469,349.0
Nobody Walks Alone: Mental Health Support,2021-02-24,2021-02-24,1395659857397590,3900.0
"Non-Alcoholic Fatty Liver Disease Talk, Support and Tips on healing. NAFLD.",2021-03-26,2021-03-26,3378708188915916,675.0
Non-Binary Mental Health Support,2020-12-28,2020-12-28,245404559177696,3600.0
Norfolk Heritage Recovery,2021-03-23,2021-04-27,1732151956850582,39.0
North Colonie Pandemic Pods,2020-12-13,2020-12-13,304837190744948,942.0
Norton Sports Health KDF Virtual Training Group,2021-03-23,2021-04-17,388279919159983,1000.0
Notes & Documentation Support for Mental Health Professionals,2021-04-23,2021-04-25,300254678108114,1200.0
Nuclear Medicine Job Postings and Questions,2021-03-23,2021-03-23,394752357209251,5800.0
Nuclear Medicine Technologists,2020-11-29,2021-02-19,5130458837,7300.0
Nurses Who Vaccinate Member Group,2020-12-17,2020-12-17,NursesWhoVaccinate,351.0
"ODINS' ANGELS SEARCH, RESCUE, AND RECOVERY GROUP INC.",2021-04-02,2021-04-12,387935598819426,799.0
OFFICIAL NJ Unemployment Pandemic Group,2020-12-31,2020-12-31,njunemploymentpandemic,12000.0
OToW - All things COVID,2020-12-08,2020-12-08,otowcovid,207.0
OUR Healthy Hair Journey,2021-03-21,2021-05-01,OURHealthyHairJourney,42000.0
Oatman Burros Rehab and Recovery Sanctuary,2021-02-04,2021-04-29,oatmanburrossanctuary,4400.0
Off the Mat Medicine-- Yoga Training for LIFE,2021-03-15,2021-03-15,offthematmedicine,235.0
Office Space For LA Mental Health Professionals,2021-01-03,2021-02-16,528351227367714,2900.0
Official Medical Medium Members Only,2021-01-30,2021-01-30,medicalmediummembers,140000.0
Official Shaklee 7 Day Healthy Cleanse,2021-03-07,2021-03-09,OfficialShaklee7DayHealthyCleanse,24000.0
Official Sunny Health & Fitness Community,2021-01-03,2021-04-30,sunnyhealthfitness,6400.0
OhioHealth Mansfield Fitness Center Members,2021-01-21,2021-04-13,209182353685755,558.0
Oklahoma Covid-19 News & Info,2020-12-19,2020-12-19,236343834171211,1800.0
Oklahoma Winter Recovery,2021-03-22,2021-03-23,OklahomaWinterRecovery,9100.0
Old Hickory CrossFit Healthy Eats,2021-02-01,2021-02-01,2038799113094754,79.0
Omega Fitness Fit & Healthy,2021-03-23,2021-03-23,omegafitnessfitandhealthy,1000.0
On The Ball Health & Fitness,2021-03-17,2021-03-30,367887833268392,50.0
"One Million Strong For Pro-Choice, Reproductive Rights, and Women's Health",2021-01-04,2021-01-05,189637384418497,4700.0
Online Yard Sale: Colerain/Mt. Healthy/NCH,2021-03-17,2021-03-18,799725746717509,11000.0
Onyx’s Journey to Recovery,2021-01-09,2021-01-09,1845912682226925,69.0
Open Heart Surgery (CABG) Support Group,2021-03-17,2021-03-23,1276275185738602,7500.0
Open Heart Surgery Support Group,2021-03-17,2021-03-23,266522230130183,3600.0
Open-Heart Surgery. The ,2021-03-10,2021-03-11,2256590992,9300.0
"Ophthalmic Medical Personnel- Assistants, Technicians & Technologists",2020-12-05,2020-12-05,4085682457,13000.0
Opossum Medical and Diet Help,2021-02-21,2021-04-30,927514630615723,7100.0
Optimal Weight / Health Fuelings,2020-12-03,2021-04-01,1693305970788080,8400.0
Oregon Watershed Recovery and Advocacy,2021-03-17,2021-04-05,1353178234758515,141.0
Oticon Medical Ponto Users,2020-12-30,2020-12-30,1719496824930424,435.0
Otter Dance Earth Medicine: Practical Shamanism,2021-04-07,2021-04-07,PracticalShamanism,2700.0
P23 Recovery Ministries,2021-03-20,2021-04-17,1786134921622676,611.0
PCOS & Weight-loss surgery,2021-02-26,2021-02-27,1830053443873923,6200.0
PCOS - Polycystic Ovary Syndrome,2020-12-18,2020-12-18,563717917065775,11000.0
PCOS Friendly Meals and Health,2020-12-18,2021-01-09,230648133772219,3000.0
PICA  SYNDROME,2021-02-26,2021-03-12,605868052867383,1600.0
PLTW Biomedical Teachers' Lounge (unofficial),2021-04-09,2021-04-25,362012240588985,3000.0
POTS (Postural Orthostatic Tachycardia Syndrome) Men's Group,2021-03-11,2021-03-12,1092943054212379,794.0
POTS (Postural Orthostatic Tachycardia Syndrome) Support Group,2021-03-11,2021-03-23,POTSSupportgroup,35000.0
PPEish - sewing last resort masks for healthcare workers,2021-03-27,2021-03-27,280245039624738,
PWD’s Get Vaccinated!,2021-04-02,2021-04-11,441210600570451,71.0
Pagans In Recovery,2021-03-18,2021-03-18,183170075056373,1300.0
Pagans in Recovery,2021-03-18,2021-04-05,3717335301616201,223.0
Pandemic Bake Along,2021-03-15,2021-03-15,2829543737133403,218.0
Pandemic Diaries,2020-12-30,2021-01-12,247400799613210,1600.0
Pandemic Humor,2020-11-24,2021-01-01,627914997786117,7400.0
Pandemic Pedagogy: Online Teaching Support Group,2021-04-07,2021-04-07,243627700004686,
Pandemic Pods - Main,2020-12-28,2021-01-08,pandemicpodsf,40000.0
Pandemic Pods - Northern Colorado,2021-01-03,2021-01-08,pods.noco,2600.0
Pandemic Times,2021-03-18,2021-03-18,644381329456930,954.0
Panniculectomy Recovery,2021-03-19,2021-03-24,874034049426999,6300.0
"Parched Koala -God's love, healthy tips, recipes, designs - Liza Aragon CEO",2021-03-19,2021-04-27,parchedkoala,590.0
Parents of Children Born with Down Syndrome,2021-03-04,2021-03-12,downsyndromeparents,11000.0
Parkinson's Disease Caregiving / Family Caregiver Group,2021-03-25,2021-03-25,792887667441765,1200.0
"Peace Core: Fitness, Health and Wellness",2021-03-16,2021-03-17,265914234448843,82.0
Peer Specialist & Recovery Coach Network,2021-04-14,2021-04-27,169917143601248,
Pelvic Health Allies (hosted by NeuEve),2021-02-09,2021-02-10,PelvicHealthAllies,886.0
Pennsylvania for Medical Freedom,2020-12-29,2021-01-14,PA4MF,356.0
Pennsylvanians For Medical Freedom and Informed Consent,2021-01-05,2021-01-05,1259119907585274,774.0
Penny's Health Journey,2021-04-09,2021-04-09,1124914644510788,
People against Covid-19 criminals,2021-03-30,2021-04-06,645377426177589,
Perfect Fitness and Health,2021-04-14,2021-04-27,765436113559042,10000.0
Personal Injury Lawyers,2021-04-04,2021-04-07,873151149823152,994.0
"Pest Control, Sanitation, Environmental Health of the Philippines, Inc.",2021-04-25,2021-04-30,405075450508923,267.0
Pet Health Advice,2021-01-27,2021-01-27,NeedPetAdvice,33000.0
Pet Loss Grief and Terminal Illness Support Group,2021-03-26,2021-03-26,398689173802654,4900.0
Pharmacy Staff for COVID-19 Support,2020-11-21,2020-11-25,187817265995139,
Phases of Fit: Health and Wellness Community,2020-11-16,2021-03-13,phasesoffithealthandwellnesscommunity,1500.0
Phila Fire Fighters' & Paramedics Kitchen Table,2021-04-11,2021-04-22,69090067438,1500.0
Piedmont/Powdersville Crime Watch /Recovery,2020-12-31,2021-01-05,246581602162483,5200.0
Placer County COVID-19 Information,2020-12-30,2020-12-30,218908099485017,3500.0
"Plant Health, Pests & Diseases",2021-03-17,2021-04-25,1612055975766949,11000.0
Plant and Spirit Medicine for Mamas,2021-03-13,2021-03-13,719265892028159,76.0
Plastic Surgery Support Group,2020-12-14,2020-12-14,350903875578893,86000.0
"Polls that matter: God, Government, Money, Health, etc.",2021-03-18,2021-03-18,1000687526769802,526.0
Polycystic Ovarian Syndrome (PCOS) Support Group,2021-03-01,2021-03-01,2377865557,62000.0
Pomeranian Health  Forum A - Z,2021-03-20,2021-04-29,1494829957458616,9200.0
Port St. John Hurricane Prep & Recovery,2020-12-07,2020-12-11,137581363521523,3100.0
Post Bariatric Surgery support group,2021-02-27,2021-03-09,313986676595279,6600.0
Post COVID return to Vietnam - May 20,2021-02-03,2021-02-13,1011895169207482,7000.0
Post Concussion Syndrome Support Group,2021-02-16,2021-02-16,108398302515255,11000.0
Post Covid19 Syndrome Support,2021-02-13,2021-02-13,2100214533447736,4300.0
Post-polio Syndrome,2021-02-27,2021-02-28,123866774442202,1100.0
Power over the Pandemic,2021-04-03,2021-04-03,210061856994302,530.0
Prayer Medic,2020-11-29,2021-01-15,1226570870715721,3600.0
Prayers for Health and Healing,2021-02-19,2021-02-20,54138878820,2800.0
"Prayers, Love and Recovery",2021-04-14,2021-04-27,2687901404660618,447.0
"Pregnant Moms - Momzy Prenatal Health, Fitness & Beyond",2021-04-16,2021-04-30,pregnantmomsworkout,1600.0
